GeneID	GSM2367963	GSM2367964	GSM2367966	GSM2367967	GSM2367969	GSM2367970	GSM2367974	GSM2367975	GSM2367977	GSM2367978
100287102	0	0	2	0	0	0	0	0	0	0
653635	176	570	284	476	528	169	238	236	227	249
102466751	0	0	0	0	0	0	0	1	0	0
107985730	0	0	0	0	0	0	0	0	0	0
100302278	0	0	0	0	0	0	0	0	0	0
645520	24	1	30	1	0	0	0	0	0	0
79501	118	7	74	3	0	3	1	0	0	0
100996442	1	2	1	1	6	0	1	1	1	1
729737	20	27	26	29	133	16	16	15	31	8
102725121	0	0	1	0	0	0	0	0	0	0
102723897	30	28	53	61	211	80	91	122	165	117
102465909	0	0	0	0	0	0	0	0	0	0
107985721	0	0	1	0	0	0	0	0	0	0
112268260	0	0	2	0	0	0	1	0	0	0
729759	18	2	37	1	2	0	0	0	1	0
100132287	27	13	34	7	35	3	8	6	9	5
105378947	0	0	1	0	0	0	0	0	0	0
101928626	0	0	0	0	0	0	0	0	0	0
113219467	0	0	1	0	2	1	0	1	0	0
81399	16	2	38	1	2	0	0	1	1	1
100133331	13	6	18	3	13	2	6	6	5	7
107984841	16	15	19	14	56	7	11	15	15	11
107984847	33	26	42	70	94	28	49	60	32	19
107984849	17	15	17	5	14	2	12	9	3	2
100288069	14	41	12	42	66	11	47	39	28	28
105378580	0	0	0	0	0	0	0	0	0	0
400728	0	0	1	0	0	0	0	0	0	0
79854	21	18	58	1	23	3	14	16	7	9
643837	7	32	13	92	60	48	97	102	17	25
107984850	0	0	0	0	0	0	0	0	0	0
284593	0	3	1	0	0	0	0	0	0	1
284600	0	0	0	0	0	0	0	0	0	0
100130417	0	0	0	0	0	0	0	0	0	2
107985728	0	0	0	0	0	0	0	0	0	0
148398	1	13	7	13	32	6	42	14	64	31
26155	582	283	377	670	946	235	942	459	513	594
339451	30	12	24	18	35	8	44	17	38	23
84069	26	15	5	0	38	3	138	6	52	7
84808	5	0	3	0	1	0	1	0	1	0
57801	106	71	81	142	60	8	91	49	66	8
9636	497	1393	2001	777	345	377	585	473	589	395
375790	122	98	70	99	223	52	418	120	233	120
100288175	0	0	0	0	0	0	0	0	0	0
112267874	0	0	0	0	0	0	0	0	0	0
105378948	0	0	0	0	0	0	0	0	0	0
401934	0	0	1	0	1	0	0	0	0	0
54991	43	53	62	73	115	60	182	118	117	129
254099	0	0	0	0	0	0	0	0	0	0
406984	0	0	0	0	0	0	0	0	0	0
406983	0	0	0	0	0	0	0	0	0	0
554210	0	0	0	0	0	0	0	0	0	0
100506376	1	0	0	0	0	0	0	0	0	0
254173	0	0	0	0	1	0	0	0	0	0
8784	5	13	11	4	21	19	41	19	15	35
7293	10	3	20	3	52	12	52	10	69	18
51150	1239	3507	2137	3467	1863	2009	2749	4152	2058	2701
126792	64	39	145	50	119	20	185	79	53	35
388581	46	12	68	3	2	0	3	1	3	2
118424	166	205	479	209	406	314	554	542	134	186
101928895	0	0	1	0	0	0	0	0	0	0
6339	1	2	0	7	0	1	3	4	2	2
116983	113	135	112	396	257	75	198	130	174	184
102465434	0	0	0	0	0	0	0	0	0	0
109623456	0	0	0	0	0	0	0	0	0	0
126789	102	81	190	75	142	60	187	108	56	55
54973	299	392	247	588	498	253	427	426	471	470
102465435	0	0	0	0	0	0	0	0	0	0
80772	70	358	108	96	214	376	262	464	93	337
83756	89	19	106	4	34	22	32	28	32	25
1855	387	475	420	1150	786	206	573	503	546	370
102466740	0	0	0	0	0	0	0	0	0	0
54587	32	205	35	826	585	136	1256	444	2191	193
54998	942	1236	1363	1243	1086	1164	1281	1518	719	1074
81669	58	142	110	145	116	32	249	149	189	132
148413	110	158	157	149	117	30	96	70	66	74
55052	797	714	1661	987	923	687	1102	1073	340	512
107984868	0	1	0	0	0	0	0	0	0	0
441869	30	7	46	17	3	7	3	6	0	5
105378585	0	0	0	0	0	0	0	0	0	0
643965	0	0	0	0	0	0	0	0	0	0
102724312	0	0	0	0	0	0	0	0	0	0
107985729	0	0	1	0	0	0	0	0	0	0
64856	115	215	69	805	289	66	215	246	237	134
219293	3	0	2	13	16	1	2	6	2	1
83858	128	72	88	104	177	65	125	52	163	119
55210	172	77	203	142	242	77	275	106	101	125
339453	1	11	0	80	3	1	6	22	19	2
29101	1047	1358	2237	1371	1954	1135	1603	1762	978	1372
643988	70	12	59	12	93	25	96	24	60	23
105378586	0	0	0	0	0	0	0	0	0	0
142678	71	169	30	307	103	63	109	149	137	109
8510	7	9	8	8	12	8	15	19	40	3
984	178	589	252	904	427	198	588	661	334	571
728661	281	672	492	623	686	454	352	477	551	610
8511	1	5	3	6	8	6	15	15	31	1
728642	13	39	13	55	101	56	180	197	55	91
9906	104	204	243	179	428	224	175	228	307	312
112268218	0	0	0	0	0	0	0	0	0	0
65220	12	39	8	38	95	58	111	91	43	36
2782	887	2639	1408	3573	1887	998	2010	2284	1719	1588
105378949	0	0	0	0	0	0	0	1	0	0
163688	28	1	31	0	1	0	1	1	2	1
339456	54	13	63	9	26	12	25	28	21	36
85452	0	0	1	0	2	0	1	0	0	0
107984872	0	0	0	0	0	0	0	0	0	0
105378589	1	1	3	0	0	0	0	0	0	0
2563	9	3	7	0	33	4	13	1	44	6
105378590	1	0	1	0	0	0	0	0	0	0
105378591	0	0	0	0	0	0	0	0	0	0
5590	179	284	252	32	349	245	417	499	148	363
100506504	0	0	1	0	0	0	0	0	0	0
199990	4	2	1	17	6	4	2	16	5	2
112268219	0	0	0	0	0	0	0	0	1	0
105378593	0	0	1	0	0	0	0	0	0	0
6497	114	176	103	942	625	226	1074	583	585	339
79906	36	53	10	64	109	69	41	42	42	65
100129534	4	2	16	2	2	3	2	1	1	7
11079	159	280	591	139	981	1141	1812	2287	462	778
5192	371	292	382	380	421	206	432	268	340	223
9651	8	33	6	17	129	17	74	31	61	63
55229	69	152	141	191	173	105	304	310	129	156
388585	13	37	9	0	8	12	9	64	4	33
115110	13	66	29	4	10	13	28	37	41	113
8764	295	980	301	299	412	389	596	603	393	745
100996583	0	0	0	0	0	1	0	0	0	0
127281	512	662	486	429	920	447	1089	749	767	1519
79258	1	2	6	4	6	1	2	4	70	1
105378597	0	0	0	0	0	0	0	0	0	0
100287898	0	0	3	0	0	0	0	0	0	0
105378603	0	0	0	0	0	0	0	0	0	0
105378602	0	0	0	0	0	0	0	0	0	0
105378601	0	0	1	0	0	0	0	0	0	0
112268220	0	0	0	0	0	0	0	0	0	0
107985732	0	0	0	0	0	0	0	0	0	0
105378600	0	0	0	0	0	0	0	0	0	0
105378598	0	0	0	0	0	0	0	0	0	0
107984904	0	0	0	0	0	0	0	0	0	0
105378599	0	0	0	0	0	0	0	0	0	0
140625	67	5	91	2	1	1	0	0	0	0
440556	0	1	0	3	0	1	1	4	0	0
63976	2	3	3	8	6	3	5	3	1	0
100422968	0	0	0	0	0	0	0	0	0	0
105378606	0	0	1	0	0	0	0	0	0	0
107984909	0	0	1	0	0	0	0	0	0	0
105378605	0	0	0	0	0	0	0	0	0	0
105378604	2	0	1	0	0	0	0	0	0	0
27237	107	555	102	20	260	145	244	299	57	258
1953	6	9	5	83	33	6	60	27	141	11
105378608	0	0	0	0	0	0	0	0	0	0
693135	0	0	0	0	0	0	0	0	0	0
105378607	0	0	0	0	0	0	0	0	0	0
127262	193	828	688	559	766	1022	817	1609	309	654
49856	126	118	237	102	323	201	306	219	164	184
7161	21	2	1	0	7	1	48	9	18	2
105378610	0	0	0	0	0	0	0	0	0	0
105378609	0	0	0	0	0	0	0	0	0	0
57212	0	0	0	0	0	0	2	1	2	0
148870	6	0	6	0	0	0	0	0	0	0
388588	5	7	25	35	6	6	9	9	6	4
57470	291	481	291	980	707	298	831	753	478	432
9731	304	488	316	1073	556	267	516	487	410	438
1677	85	68	175	53	212	83	289	163	114	75
107984910	0	0	0	0	0	0	0	0	0	0
339448	197	217	573	100	169	135	429	296	98	82
100133612	83	54	129	4	5	25	5	33	13	30
728716	1	0	0	1	1	0	0	0	0	0
105376672	0	0	1	0	0	0	0	0	0	0
105376673	0	0	0	0	0	0	0	0	0	0
284661	14	1	38	0	1	0	0	0	0	0
105376674	0	0	0	0	0	0	0	0	0	0
105376679	0	0	0	0	0	0	0	0	0	0
107985376	0	0	0	0	0	0	0	0	0	0
55966	3	9	7	18	9	4	5	6	4	11
105376680	0	0	0	0	0	0	0	0	0	0
102724429	0	0	0	0	0	0	0	0	0	0
105376681	3	0	11	0	0	0	0	0	0	0
105376682	0	0	0	0	0	0	0	0	0	0
107984911	0	0	0	0	0	0	0	0	0	0
105376686	0	0	1	0	0	0	0	0	0	0
100616421	0	0	0	0	0	0	0	0	0	0
261734	217	60	81	144	96	80	136	108	122	73
8514	172	114	204	227	447	160	534	237	338	133
26038	3	1	2	6	1	1	8	6	4	1
105376687	0	0	0	0	0	0	0	0	0	0
6146	398	142	783	197	315	127	504	294	155	116
107985733	0	0	0	0	0	0	0	0	0	0
102724450	0	0	0	0	0	0	0	0	0	0
388591	54	176	98	75	63	34	208	120	106	100
23463	161	375	321	396	302	209	607	516	167	200
148645	0	0	0	0	0	0	0	0	0	0
390992	13	0	12	0	0	0	0	0	0	0
387509	59	651	157	218	151	82	317	294	156	141
11332	425	345	419	421	354	226	687	484	281	804
54626	35	53	27	0	77	59	161	66	50	28
83715	387	1323	266	21	397	866	662	1214	625	888
100422975	0	0	0	0	0	0	0	0	0	0
8718	76	115	61	25	307	59	226	254	124	104
57449	28	95	79	95	213	22	181	95	131	34
79707	209	276	293	814	409	200	569	371	251	228
80835	0	0	1	8	1	0	0	4	0	0
107984912	0	0	1	0	0	0	0	0	0	0
3104	58	155	72	72	130	80	130	169	71	82
9903	82	130	50	837	140	47	201	205	169	86
107984913	0	0	0	0	0	0	0	0	0	0
148479	32	48	90	346	125	36	185	161	126	49
90326	96	102	90	137	86	90	125	142	141	78
55735	389	494	490	481	535	386	774	781	241	729
100505887	0	0	0	0	0	0	0	0	0	0
110841581	0	0	0	0	0	0	0	0	0	0
23261	34	56	29	116	99	6	56	26	82	14
105376692	0	0	0	0	0	0	0	0	0	0
102725193	0	0	0	0	0	0	0	0	0	0
101928836	0	0	0	0	0	0	0	0	0	0
105376691	0	0	0	0	0	0	0	0	0	0
105376689	0	0	0	0	0	0	0	0	0	0
9341	399	513	543	625	1268	702	978	1090	359	517
8863	13	29	39	579	34	60	47	132	27	65
10911	1	0	0	0	0	0	0	0	0	0
3604	10	2	15	1	36	13	78	3	25	5
11315	3839	2460	5908	4128	3563	2435	3115	3842	2366	2144
54206	3	3	4	10	44	41	49	53	17	24
107984915	0	0	0	0	0	0	0	0	0	0
102724539	0	0	0	0	0	0	0	0	0	0
105376695	0	0	0	0	0	0	0	0	0	0
50651	0	14	3	34	6	3	16	13	21	2
473	168	152	115	264	352	256	386	473	126	132
102724552	0	0	0	0	0	0	0	0	0	0
106632271	0	0	0	0	0	0	0	0	0	0
2023	9197	3755	8746	4898	15692	4189	15144	6399	9660	6535
102465436	0	0	0	0	0	0	0	0	0	0
100505975	0	0	0	0	0	0	0	0	0	0
112268261	0	1	2	0	1	1	0	1	0	0
765	0	0	2	0	1	0	0	0	0	0
155184	1	11	1	0	0	2	0	1	0	0
6518	34	56	22	46	64	38	56	150	84	81
80045	53	88	121	48	360	32	129	100	135	101
106614088	0	0	0	0	0	0	0	0	0	0
407040	0	0	0	0	0	0	0	0	0	0
102724571	0	0	0	0	0	0	0	0	0	0
9563	154	373	112	392	567	237	610	416	397	408
80176	119	499	292	757	434	225	931	560	1408	609
100506022	0	0	0	0	0	0	0	0	0	0
84275	215	79	554	107	78	87	121	92	48	70
199953	80	20	53	82	153	31	280	86	68	58
107985734	0	0	0	0	0	0	0	0	0	0
105376712	0	0	0	0	0	0	0	0	0	0
5293	29	114	21	220	156	82	243	135	240	107
644997	0	0	1	0	0	0	0	0	0	0
101929074	0	0	0	0	0	0	0	0	0	0
22883	1459	4696	773	2474	1936	1274	3110	3104	2073	3062
56998	350	385	1012	377	433	441	541	352	304	251
105376717	0	0	1	0	0	0	1	0	0	0
84328	100	229	201	127	162	422	207	291	70	115
64802	144	209	262	129	117	320	202	375	85	209
113391335	0	0	1	0	0	0	0	0	0	0
100847055	0	0	0	0	0	0	0	0	0	0
116362	8	9	24	16	58	14	28	41	49	11
10277	182	367	245	982	454	240	409	636	366	420
23095	152	355	181	867	412	424	545	413	232	691
105376725	0	0	0	0	0	0	0	0	0	0
5226	1108	749	1138	292	1631	549	2299	1407	933	736
100526739	24	18	61	18	13	30	29	56	9	17
378708	24	17	61	13	10	28	28	49	7	16
1325	1	2	1	5	5	2	2	10	2	2
1676	357	386	814	720	498	225	1370	511	376	278
5195	136	191	202	250	306	144	330	305	169	166
54897	64	275	68	1205	232	127	186	316	78	294
105376733	0	0	0	0	0	0	0	0	0	0
105376735	0	0	1	0	0	0	0	0	0	0
148345	0	0	2	0	0	0	0	0	1	0
23435	231	465	392	596	1359	540	1397	1071	367	510
10747	0	0	5	0	1	0	0	0	0	0
6723	357	132	535	360	1020	276	1403	396	480	265
5394	133	210	286	224	307	133	572	475	152	188
105376736	0	0	0	0	0	0	0	0	0	0
2475	140	290	140	441	372	188	448	332	236	313
100873935	0	0	0	0	0	0	0	0	0	0
10218	4	3	8	175	15	14	10	48	4	8
29914	158	142	294	189	307	103	364	179	149	157
105376737	3	0	3	0	0	0	0	0	0	0
105376739	0	0	0	0	0	0	0	0	0	0
105376740	0	0	0	0	0	0	0	0	0	0
57540	1	4	9	0	5	4	9	5	10	2
112268221	0	0	1	0	0	0	0	0	0	0
101929181	0	0	0	0	0	0	0	0	0	0
26232	9	10	10	25	5	7	13	5	68	4
93611	49	29	56	115	29	20	92	56	42	8
26270	71	42	48	49	73	39	73	50	60	40
10459	274	92	236	191	175	84	363	147	213	74
374946	3	1	2	0	5	2	7	6	0	1
57085	356	210	572	240	540	184	1052	383	610	200
284498	0	0	2	0	0	0	0	0	0	0
102724659	0	0	0	0	0	0	0	0	0	0
4524	48	330	107	169	166	132	163	263	75	135
1185	96	161	124	300	115	45	135	147	117	80
100379251	16	2	25	2	3	2	2	4	1	3
4878	16	2	25	2	3	2	2	4	1	3
4879	1	0	1	0	0	0	0	0	0	0
26829	0	0	1	0	0	2	0	0	0	0
90231	230	1082	675	425	1084	751	1331	1575	351	583
5351	439	582	375	1137	873	226	1160	651	1952	467
9927	251	953	381	2638	553	601	825	1364	298	671
60672	321	183	312	263	262	118	431	191	376	147
102466982	0	0	0	0	0	0	0	0	0	0
943	5	0	4	0	12	0	37	2	86	0
102465836	0	0	0	0	0	0	0	0	0	0
7133	161	342	364	318	579	146	656	541	399	303
100616438	0	0	0	0	0	0	0	0	0	0
107984917	0	0	0	0	0	0	0	0	0	0
55187	83	304	126	525	308	235	371	422	181	315
677885	190	146	373	18	96	216	74	111	35	21
105376744	1	0	1	0	0	0	0	0	0	0
9249	1124	2040	2315	1603	1294	992	1702	1826	1289	1019
102466722	0	1	1	0	0	0	0	0	0	0
343066	2	1	1	2	0	0	0	0	2	0
126767	0	0	0	0	0	0	0	0	0	0
93190	0	0	1	0	0	0	0	0	0	0
390999	2	0	0	0	0	0	0	0	0	0
65121	1	0	1	0	0	0	0	0	0	0
105376745	0	0	0	0	0	0	0	0	0	0
440560	0	0	1	0	0	0	0	0	0	0
343069	7	0	5	0	0	0	0	0	0	0
65122	4	0	0	0	0	0	0	0	0	0
400735	0	0	0	0	0	0	0	0	0	0
343071	0	0	0	0	0	0	0	0	0	0
441871	0	0	1	0	0	0	0	0	0	0
440561	0	0	2	0	0	1	0	0	0	0
101929983	0	0	1	0	0	0	0	0	0	0
649330	0	0	0	0	0	0	0	0	0	0
441873	0	0	1	0	0	0	0	0	0	0
649324	1	0	1	0	0	0	0	0	0	0
440563	2	0	3	0	1	0	0	0	0	0
645354	1	0	2	0	0	0	0	0	0	0
645359	0	0	0	0	0	0	0	0	0	0
101060301	0	0	0	0	0	0	0	0	0	0
343070	0	0	1	0	0	0	0	0	0	0
400736	1	0	1	0	0	0	0	0	0	0
391003	0	0	1	0	0	0	0	0	0	0
343068	0	0	2	0	0	1	0	0	0	0
391002	0	0	1	0	0	0	0	0	0	0
645382	0	0	0	0	0	0	0	0	0	0
653619	0	0	1	0	0	0	0	0	0	0
729528	1	0	1	0	0	0	0	0	0	0
645414	0	0	2	0	0	0	0	0	0	0
391004	1	0	0	0	0	0	0	0	0	0
645425	0	0	1	0	0	0	0	0	0	0
126755	0	1	2	0	0	0	0	0	1	0
102724856	0	0	0	0	0	0	0	0	0	0
107984918	0	0	0	0	0	0	0	0	0	0
10630	74	122	104	41	137	19	800	56	761	36
107984919	0	0	0	0	0	0	0	0	0	0
105378612	0	0	0	0	0	0	0	0	0	0
105376756	0	0	0	0	0	0	0	0	0	0
7799	9	16	38	76	64	48	139	94	48	37
23254	1	1	1	4	3	1	1	2	4	0
107985467	0	0	0	0	0	0	0	0	0	0
107985468	0	0	1	0	0	0	0	0	0	0
105376762	0	0	0	0	0	0	0	0	0	0
105376759	0	0	1	0	0	0	0	0	0	0
107985469	0	0	1	0	0	0	0	0	0	0
200197	13	15	36	35	50	12	21	34	18	14
55092	79	186	173	307	357	174	444	469	128	143
727684	0	0	1	0	0	0	0	0	0	0
114827	1	5	1	5	6	0	12	7	4	1
101927417	0	0	0	0	0	0	0	0	0	0
101927441	0	0	0	0	0	0	0	0	0	0
79180	2032	5788	3976	1454	4775	3846	4742	5302	1785	3565
11330	1	2	2	1	1	3	4	2	0	0
63036	0	0	0	0	0	1	0	0	0	0
105376767	0	0	0	0	0	0	0	0	0	0
51032	0	0	1	0	0	1	0	0	1	1
842	80	204	124	142	171	154	190	209	89	124
23341	112	211	141	188	188	104	216	219	121	175
107397391	0	0	0	0	0	0	0	0	0	0
79814	789	235	1306	4	420	309	661	397	212	700
84301	48	71	98	52	272	73	268	131	59	61
6248	45	65	93	50	254	68	257	120	57	57
23207	169	286	123	561	349	177	414	314	467	267
284723	0	2	0	0	0	4	1	2	0	6
110806303	0	0	0	0	0	0	0	0	0	0
388595	1	144	17	0	0	47	0	75	6	93
54751	211	1787	364	1032	482	620	1021	1292	618	1152
440567	145	82	648	90	407	620	862	742	109	185
729614	59	147	98	185	163	53	229	173	86	123
23013	60	157	103	199	182	58	248	193	90	129
7709	54	110	65	182	192	116	227	229	161	132
149563	10	1	9	1	0	0	0	0	0	0
27129	2	57	26	1867	102	316	175	655	86	7
1187	4	2	4	2	3	0	0	0	1	1
1188	0	2	1	0	0	1	0	1	0	0
348487	0	0	0	0	1	2	10	1	0	0
1969	986	1249	1198	228	1042	195	1669	361	732	786
101927479	0	0	0	0	1	0	0	0	0	0
128272	76	58	129	16	104	40	101	67	169	65
101927546	1	0	0	0	0	1	0	1	0	0
79363	1	0	1	0	0	1	1	1	1	1
54455	210	180	322	405	230	169	357	326	161	155
26099	1194	1808	2412	2096	3212	2940	3932	3539	2512	2098
374955	4	0	3	0	1	2	2	2	1	0
55707	303	588	558	228	688	420	1324	922	600	466
107984921	0	0	0	0	0	0	0	0	0	0
114819	3	63	14	221	61	18	38	68	70	30
26871	6	12	17	4	12	55	23	22	2	0
107985757	0	0	0	0	0	0	0	0	0	0
100132147	0	0	0	0	0	0	0	0	0	0
107985758	0	0	0	0	0	0	0	0	0	0
7195	0	0	0	0	0	0	0	0	0	0
55672	43	843	55	286	357	546	732	1330	240	585
105376794	25	51	32	81	59	39	72	69	59	73
84809	23	50	27	80	57	35	60	60	55	71
11209	190	174	301	84	17	35	26	193	55	50
107985736	0	0	1	0	0	0	0	0	0	0
26869	7	12	14	4	12	64	20	21	2	1
107985759	0	0	0	0	0	0	0	0	0	0
284729	0	3	1	0	0	0	3	1	1	0
100189045	0	0	0	0	0	0	0	0	0	0
6060	12	16	20	4	15	75	27	25	3	2
11223	203	113	240	81	11	30	11	147	17	39
100500876	0	0	0	0	0	0	0	0	0	0
100189298	0	0	0	0	0	0	0	0	0	0
112267871	0	0	0	0	0	0	0	0	0	0
7193	0	0	0	0	0	0	0	0	0	0
100189183	0	0	0	0	0	0	0	0	0	0
105376805	0	1	1	0	4	7	3	5	0	0
791226	0	0	0	0	0	0	0	0	0	0
26870	9	13	15	3	14	63	25	24	2	1
9696	24	91	21	317	95	19	163	71	88	48
4237	47	77	196	114	277	20	1043	39	1397	35
105376806	0	0	0	0	0	0	1	1	0	0
23400	237	420	263	154	318	130	219	188	250	336
6390	376	330	435	231	264	619	620	1082	135	378
11240	503	7349	32	78	563	2862	225	4698	171	4199
105376808	0	0	1	0	0	0	0	0	0	0
400743	0	0	0	0	0	0	0	0	0	0
29943	3	0	3	0	17	3	11	1	19	0
51702	0	1	1	0	0	0	1	0	0	0
100616188	0	0	0	0	0	0	0	0	0	0
23569	8	20	2	20	54	5	1	19	9	2
353238	1	0	0	0	0	0	0	0	0	0
55920	770	525	615	491	1828	353	2682	1055	973	606
55160	535	856	539	516	781	408	800	925	816	1234
107984028	0	0	0	0	0	0	0	0	0	0
81569	6	0	95	2	13	0	1707	2	1	0
105376809	1	0	0	0	0	0	0	0	0	0
105376812	0	0	0	0	0	0	0	0	0	0
101927876	0	0	0	0	0	0	0	0	0	0
84966	0	0	1	1	3	0	9	3	1	1
105376814	0	0	0	0	0	0	0	0	0	0
127707	26	22	26	0	4	12	2	2	2	3
5081	0	0	1	0	0	0	0	0	0	0
80834	0	0	0	0	0	0	0	0	0	0
8659	60	25	96	90	149	26	99	45	77	53
100616120	0	0	0	0	0	0	0	0	0	0
100302276	0	0	0	0	0	0	0	0	0	0
126917	51	108	78	313	308	61	192	135	93	49
105376815	0	0	1	0	1	0	0	0	0	0
23352	185	458	337	448	451	179	832	587	315	423
101927895	1	0	0	0	0	0	0	1	0	0
23065	55	65	51	97	113	35	170	111	108	129
51154	808	197	1170	240	301	114	430	187	305	269
246181	2	0	2	1	1	1	2	2	0	4
22977	487	1025	940	25	608	1163	572	1243	176	1966
100506730	61	66	63	60	86	31	33	51	24	62
8574	286	404	805	268	679	591	620	999	350	563
54896	42	92	108	64	136	65	183	158	87	85
832	847	2078	1870	2602	3053	2717	4072	4322	2295	2146
105376819	0	0	1	0	0	0	0	0	0	0
105376818	2	0	4	0	0	0	0	0	1	0
105376817	0	0	0	0	0	0	0	0	0	0
105378614	0	0	0	0	0	0	0	0	0	0
440574	0	2	3	2	1	3	4	8	3	3
100532736	2	2	0	1	2	2	6	2	2	2
644068	0	0	0	0	0	0	0	0	0	0
4681	2	2	0	1	2	2	6	2	2	2
3362	10	0	6	2	3	0	0	0	0	5
255104	141	315	238	337	271	186	294	332	136	289
54546	345	506	162	3	769	856	477	744	257	2797
105376823	0	0	0	0	0	0	0	0	0	0
23252	33	51	37	169	94	17	106	51	36	34
30814	0	0	1	0	0	0	3	0	0	0
5320	469	19038	227	248	1621	901	123091	19231	350	680
5322	9	39	25	843	28	42	54	184	66	0
26279	2	1	8	1	34	13	30	2	11	13
64600	1	4	4	0	3	2	444	2	0	1
391013	0	0	0	0	0	0	0	1	0	0
127733	8	28	36	147	21	8	44	51	10	21
101928017	0	0	0	0	0	0	0	0	0	0
105376825	2	0	1	1	0	0	0	1	0	0
105376826	0	0	0	0	0	0	0	0	0	0
105376827	0	0	0	0	0	0	0	0	0	0
105376828	0	0	0	0	0	0	0	0	0	0
127731	6	1	32	2	0	9	2	14	21	0
339505	0	0	0	0	1	0	0	0	0	0
55450	963	4085	4752	1258	3260	4974	1858	7823	713	2089
79594	136	413	240	313	264	164	304	411	184	289
163933	21	5	45	9	2	1	3	3	2	0
978	69	1090	379	80	506	97	110	908	302	267
65018	76	629	135	872	315	352	295	845	236	304
102464833	0	0	0	0	0	0	0	0	0	0
100861548	137	693	211	907	435	409	440	1019	337	395
1650	1545	1593	4117	739	2081	1026	2916	2148	1502	1593
57576	0	9	1	9	3	4	9	10	4	6
400745	0	0	3	0	1	0	15	0	0	0
112268222	0	0	0	0	3	3	11	10	2	2
50809	961	1375	2423	1966	961	929	2043	2225	802	955
8672	472	690	432	1060	763	443	1011	847	764	829
105376830	0	0	0	0	0	0	0	0	0	0
105376829	2	1	0	0	0	0	0	0	0	0
100302155	0	0	0	0	0	0	0	0	0	0
1889	285	1293	460	1722	1121	1142	1928	1933	656	1181
100506801	1	1	0	0	0	1	3	1	1	2
105376832	0	0	0	0	0	0	0	0	0	0
84224	4	15	72	25	38	15	76	37	16	11
249	10	32	3	21	112	11	69	27	39	6
105376834	0	0	0	0	0	0	0	0	0	0
5909	33	693	333	25	71	216	121	522	67	277
84196	48	95	103	132	225	132	329	298	88	107
401944	0	8	1	1	1	2	3	3	5	11
3339	107	434	96	3737	1295	669	1879	2227	1483	564
23436	1	1	2	0	0	0	1	1	0	0
10136	24	3	30	1	1	15	0	11	0	31
101928043	0	0	0	0	0	0	0	0	0	0
29092	0	2	7	0	2	2	3	8	0	3
112268223	0	0	0	0	0	0	0	0	0	0
998	1522	2002	7229	1121	2384	2222	5216	5976	1149	1453
54361	12	21	6	7	10	10	24	30	28	47
105376845	0	0	0	0	1	0	0	0	1	0
105376850	0	0	0	0	0	0	0	0	0	0
107985377	0	0	0	0	0	0	0	0	0	0
100616433	0	0	0	0	0	0	0	0	0	0
105376856	0	0	0	0	0	0	0	0	0	0
9923	30	108	85	168	135	40	188	131	83	82
2046	0	0	5	0	0	0	0	0	0	0
102466615	0	0	0	0	0	0	0	0	0	0
712	231	986	171	518	813	911	3005	1616	1324	1230
714	661	1564	300	669	963	799	3499	1890	2653	2579
713	411	993	563	294	1526	1802	6172	3182	1328	1446
2048	621	352	1128	94	1522	224	1484	650	435	631
100616391	0	0	0	0	0	0	0	0	0	0
100422914	0	0	0	0	0	0	1	0	0	0
646262	0	0	1	0	0	0	0	0	0	0
729059	0	0	2	0	0	0	0	0	0	0
23028	45	27	70	38	270	73	406	168	108	73
100422866	0	0	0	0	0	0	0	0	0	0
7798	114	415	166	299	497	472	470	511	278	510
3352	92	3	864	12	31	2	220	5	72	21
100996511	0	0	1	0	0	0	0	0	0	0
10236	598	652	624	926	1343	338	2083	1186	710	804
80818	16	50	36	62	50	23	102	69	59	48
148898	5	4	28	25	4	3	10	6	0	0
6920	729	4447	2048	3672	541	2760	1665	5416	456	3061
55616	9	115	35	119	54	93	127	118	134	128
1870	14	3	11	1	65	64	139	148	25	85
101928163	0	0	0	0	0	0	0	0	0	0
105376859	0	0	0	0	0	0	0	0	0	0
3399	22	30	11	29	223	227	391	700	144	253
107984928	0	0	0	0	0	0	0	0	0	0
259283	2	1	6	0	0	0	1	0	0	1
6135	24730	27249	74291	28078	29460	19967	33277	35604	17795	13749
6924	133	319	301	348	338	234	620	608	255	367
100506963	12	4	12	4	14	5	14	10	5	1
57095	99	134	236	218	210	137	349	243	201	191
105376860	0	0	0	0	0	0	0	0	0	0
11313	360	809	878	225	714	453	744	805	396	684
2582	256	562	313	19	102	74	119	166	63	165
3155	800	1548	1346	817	688	1019	564	1344	482	1321
105376861	0	0	0	0	0	0	0	0	0	0
2517	97	403	193	50	396	1458	550	1514	99	713
1269	1	0	3	1	4	6	9	7	1	2
107984929	0	0	1	0	0	0	0	0	0	0
100616492	0	0	0	0	0	0	0	0	0	0
55629	732	1774	2721	1149	1586	1581	2008	2937	591	1040
10772	129	122	332	169	325	90	399	227	189	139
105378615	0	0	0	0	0	0	0	0	0	0
105376863	0	0	0	0	0	0	0	0	0	0
107984931	0	0	0	0	0	0	0	0	0	0
127294	30	127	270	5	596	8	322	101	140	4
107985737	0	0	0	0	0	0	0	0	0	0
105376864	0	0	0	0	0	0	0	0	0	0
58985	104	580	256	5	328	212	564	409	125	271
163702	30	126	65	3	113	60	103	120	42	106
284632	0	0	0	0	0	0	0	0	0	0
105376871	0	0	0	0	0	0	0	0	0	0
